
風雲央衛頻道,#genre#
Usa Cinemax,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/335e71505b1f3a469e53d308d6a66774/master.m3u8
Usa bravo,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6ed0374d203782e33e07932a1f11ec10/master.m3u8
Usa Investigation Discovery,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/f6851bd67f96a1cada8527b169b20717/master.m3u8
Usa showtime,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/def5694b911e35f42390a04c4ff98f74/master.m3u8
Usa StarZ,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e6040ec62619daa5d7f99171fdee3a86/master.m3u8
Usa network,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2bf517e4f367340c66f615c395484323/master.m3u8
Usa ESPN,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/cc1e38661d5beadf449a8d63a080310e/master.m3u8
Usa mlb network,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/96287fa17dac2b1d8e1ccc5729458537/master.m3u8
Usa msnbc,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/21caa8b063b92767abd52e6cbd95dbd1/master.m3u8
Usa cnbc,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/a2928b755c2fbc218471ae36632d3ba9/master.m3u8
ABC,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/902fbdd2b1df0c4f70b4a5d23525e932/master.m3u8
CNN,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2435a45b85628172c5a47122144a7c67/master.m3u8
英国 UK_,#genre#
itv1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ab80f2f6ca93a6da8a33ca11fb434589/master.m3u8
itv2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c00683b31e1ce33cf4201d08dffaba84/master.m3u8
itv3,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c8b642bebc33cf43822b9ce752308d2e/master.m3u8
itv4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/270d258bbc713f5075ee8e9208183c3b/master.m3u8
bbctwo_hd,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/050d30e81c84c2886e40d38c1c47a6d9/master.m3u8
channel4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/cff6fc2b35db3a7156a5a1753afa1d5e/master.m3u8
channel5,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/511a0b6e93bc5502a68c8b78d0a44078/master.m3u8
bbcnews,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/9d835be6cb9055cd23bb984089540423/master.m3u8
more4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2755f8099c1ed24c03eb9ee43ea3cc07/master.m3u8
e4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/38de3f7d221a2910710874b0b220cb26/master.m3u8
Foodnetwork,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c9f115fa1add748c7eabb5541bcd262e/master.m3u8
itvbe,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/eac8b3b8c81159141d566696d1bf0931/master.m3u8
Dave,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/083d9a270e6e16b2fbb08d35067aae5f/master.m3u8
5usa,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c15c3366db736a3da4b6201d9bfe03e5/master.m3u8
5star,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/35cceb06ab4e7a356d667d676a9cac6d/master.m3u8
questred,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/510ca7052c26eb2a0db23c5c2e339fd7/master.m3u8
film4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/25e45f25525c870cbb2c6d35362054eb/master.m3u8
movies4men,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/41d30ae4d184c01728e5099a270bca1a/master.m3u8
challenge,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b04ec0ade3d49b4a079f0e207d5e2821/master.m3u8
quest,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/322d188cb256edf960c84c23ae630e2d/master.m3u8
bbcparliament,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/65b18d515b18758d0d53a7a2243846d9/master.m3u8
e4p1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/73643984eb3ca5db5f75736a28a04e76/master.m3u8
skynews,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1d0d061e505e50619f42370e8e8262eb/master.m3u8
QVC,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/9c754a5f05beb3acd1a1326f185c3e41/master.m3u8
sky_sports_tennis_hd,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/44285b8ac7340ab9fc15e412865842ff/master.m3u8
bbc one,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/befb5917b0fd8c89991e9d12e3d320ff/master.m3u8
大马 MY_,#genre#
TV1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/aaa972549319a1940b35a26a15f963aa/master.m3u8
TV2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e1591bdeeaa873c09ebbc81d62a3cbd3/master.m3u8
TV3,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/060349bdf9ba4e3c1380d31a9ae68125/master.m3u8
TV8,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5e8ce47c6200a9325c7a53130ebd9aff/master.m3u8
TV9,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e8c12d36a8a95eb8c5dce51428cfd70f/master.m3u8
NTV7,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e8cf76eca676bcc20e8d63fe519cc6bc/master.m3u8
Astro Aod,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/61978122d145d6b6e2a13fd78c57bede/master.m3u8
Astro Aec,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/0224119a0ccd8a92f720f9a22beae78e/master.m3u8
Astro QJ,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/69f565ccebd776c5836bc8410523a9d9/master.m3u8
Astro欢喜台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/245500d6a55cf033f3502449023ec468/master.m3u8
Astro华丽台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/3ce44a164f8683f1ab77ed9524a423b6/master.m3u8
Astro Awani,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d20d0995f8c0709368914535a38cc09b/master.m3u8
新加坡 SG_,#genre#
Channel5HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/4cd8aec4083d6e3f76c5ad0f8079f75e/master.m3u8
Channel8HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/fae5d618b56a24c328c05e7c4c385930/master.m3u8
ChannelU,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/8e85615cf5b79bcd6494f43aa06208e2/master.m3u8
Suria,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b3b192e60713ebf0ad77228f68a44a40/master.m3u8
Cna,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/fae0b27c451c728867a567e8c1bb4e53/master.m3u8
体育 Sports_,#genre#
LaLigaTV 1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/0f63a9e9d43a069d9e21c5667b1172b6/master.m3u8
BinSport,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1eb88023df909ed3a74932474b7396d1/master.m3u8
DAZN Rise,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2bf12aae4721d2555fb5b9e7f52d152a/master.m3u8
DAZN Fast,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c4192a6368bdc98eeab13e3fd0ce524d/master.m3u8
DAZN4 Live Event,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7a00628e5c2dd1cc9e19f9e5b13ea24e/master.m3u8
Fubo Sports 1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/0cc9b4de455bf47c01aa94c9321673a3/master.m3u8
Fubo Sports 2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c82ecef31a930166d41594ff968b7cd6/master.m3u8
Eleven Sports 1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/3607fac75862d4f74d03b68a24e30aa6/master.m3u8
Eleven Sports 2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/3363272edad91fcaaa90a7a530041d01/master.m3u8
Eleven Sports 3,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/295551ef71e4a12135cc2605d0f10c8d/master.m3u8
Eleven Sports 4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2f6ea5c33be4d2faa3169d727fa24b64/master.m3u8
LaLiga TV1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7fe8471100ebf085df66ce1b0ba58cbd/master.m3u8
LaLiga TV2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/89323e1678dc2274292bb95be57c4f8c/master.m3u8
FoxSports 1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/dcf4c28f3d85cf82a4001993eb7fc6ae/master.m3u8
FoxSports 2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/9e645f14a4eb48e406a1f4cb277402c3/master.m3u8
FoxSports 3,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/60333970f16ccd99a3dc819f00de2f3c/master.m3u8
FoxSports Premium,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/55084a41333701c878b20967c52900c6/master.m3u8
WWE,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/eb9330e15ec873951dc79e74e2224a65/master.m3u8
RealMadrid1 TV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7f8520645fb29a248bc150165fa61768/master.m3u8
Primeun League,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/621b96bbb2a63fffb7f79f1642cbd929/master.m3u8
BN1 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/99e79aa02ba7fb1a3d690f6df46df960/master.m3u8
BN2 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/306504768faf4b6002d1cce991fa0d40/master.m3u8
BN3 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d2e64dfb1b46c01a8c463b8d6152544e/master.m3u8
BN4 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/325d9c336e48d7be3473cce82197a2bb/master.m3u8
BN5 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b1e74d366071322498791e1b1638c85e/master.m3u8
BN6 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d24f0d6bad56c20e4e058a01e49e09cc/master.m3u8
BN7 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/df0552f37093645f030aa97fe5407ffc/master.m3u8
BN8 HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6d8ffcdbf83376008d8809ef7a71bf98/master.m3u8
BN1HD Eng,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/13105fa2b8bb6e5770e081edb0faebc3/master.m3u8
BN2HD Eng,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/68409d71a81be7c64ec0391bea4fc91e/master.m3u8
BN Xtra N,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/6c10d7166e4a7d87aa8c174cc320a2d7/master.m3u8
BN1 HD Extra,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/3adf1c709cd845ed454dc523dd4cd0e7/master.m3u8
BeN Asia1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/e87435b5251596ffd5e442af8c33483f/master.m3u8
BeN Asia2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/f58f37085b017bb2585830ff6cfd5217/master.m3u8
BeN Asia3,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5ab98ee064e1073910bd62fe1a6bcaeb/master.m3u8
BeN Asia4,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/1f980717666624ff0f4db2c07fbcb6d3/master.m3u8
BeN Asia5,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/a2a735f13cabc7de778660fe7aa2f8ce/master.m3u8
EuroSport1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7e8e904a4b885481732851d092538812/master.m3u8
EuroSport2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d93b65675557638c7bee85c440480f7a/master.m3u8
NBC Sports,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/04dadb5da325d02a388171727c27242e/master.m3u8
UFC TV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b17d7ee77b4911e4ad7961b3cddbd2e0/master.m3u8
RedBull TV,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/32c035538529b1f50d7b539af18ffd84/master.m3u8
限制级 18+_8888,#genre#
彩虹电影,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/79eae302b540da268d31ee6c71c5627b/master.m3u8
彩虹E,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/076487b9a07ff6b759813db38e4a7a43/master.m3u8
彩虹K,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/b862d23775324346607e255dd1794f37/master.m3u8
松1,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/70946f44bf0fe807a3f82bd6171571f5/master.m3u8
松2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/af0911bc42a66d97cc62cba94be53f24/master.m3u8
松3,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/2807b605565e1bfe6290d3c52b976001/master.m3u8
极限电影台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/ca747c47c1d9af31eef3d484deb9f646/master.m3u8
潘多拉完美,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/acc3078fc4248fa3eb04e586d7323623/master.m3u8
潘多拉粉红,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/645ac0a9b597809acc626fd735357c5c/master.m3u8
HOT,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c429fde8b1b986d42f84ba63dbfef6ac/master.m3u8
香蕉台,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/7a84cc2ab4f7230dba1a1b0160c29606/master.m3u8
乐活频道,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/5225f359b1a1d9378d7d92b5627b161f/master.m3u8
happy,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/56ab24c15b72a457069c5ea42fcfc640/master.m3u8
Erotic 8,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/21eef3725450ebb9464fa7ca8cb68ebe/master.m3u8
Erotic 2,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/8a83972f6a5350995c12e7a73a9258f4/master.m3u8
Erotic 6,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/9346315a527128d5a8695db61f60ac84/master.m3u8
Passie XxX,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/709c299cc5cbdb4d2a0ef7a1330e4caa/master.m3u8
DUSK,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/8466c3bc34d3a3a80e8684e60b885967/master.m3u8
EroX XxX,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/efea417fcfdc4207d01836dc36b7c8c2/master.m3u8
Vivid Red HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/06f826e2077a449f8b63284915f9140e/master.m3u8
Prıvate TV HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/d2a25ed7408a9d024c15e90192c037dc/master.m3u8
Redlight HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/784c1288b54750fa67d6f2c103042abd/master.m3u8
Hustler HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/4c27f552ede00ba2a8826a22faecc766/master.m3u8
Mix HD,http://127.0.0.1:17173/51.81.135.253:16000/stream/68411de29d7b91fff88e27bbf62ee0721f3bfd3131721e57-9d4610583e075e422c35ee46eee50a20/c81e728d9d4c2f636f067f89cc14862c/master.m3u8
